url,year,category,linked_from_current,content_at,assessment,old_server_status_2026-09-10,old_server_final,new_status_2026-09-10,wayback_first_200,wayback_last_200,reconciled
/2012/member/show/1486d762-ac41-11e1-8ef2-22926aeab6a4,2012,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),404,404,404,20120615,20120615,旧サーバーも 404(Wayback からのみ復元可能)
/2012/member/show/49c20be6-b041-11e1-909a-ef7b6aeab6a4,2012,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),404,404,404,20120615,20120615,旧サーバーも 404(Wayback からのみ復元可能)
/2012/member/show/fb838c34-abf4-11e1-ab7d-22926aeab6a4,2012,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),404,404,404,20120614,20120614,旧サーバーも 404(Wayback からのみ復元可能)
/2012/talk/show/42fa792e-ae70-11e1-8d60-f4736aeab6a4,2012,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),404,404,404,20120613,20120613,旧サーバーも 404(Wayback からのみ復元可能)
/2012/talk/show/5d0925a0-ac44-11e1-bba7-22926aeab6a4,2012,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),404,404,404,20120605,20120605,旧サーバーも 404(Wayback からのみ復元可能)
/2012/talk/show/ae3e5104-b043-11e1-a3f9-ef7b6aeab6a4,2012,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),404,404,404,20120613,20120613,旧サーバーも 404(Wayback からのみ復元可能)
/2013/login,2013,dynamic_endpoint,False,,動的機能の廃止(想定内),404,404,404,20130611,20140802,旧サーバーも 404(Wayback からのみ復元可能)
/2013/notices/complete,2013,dynamic_endpoint,False,,動的機能の廃止(想定内),404,404,404,20130321,20130321,旧サーバーも 404(Wayback からのみ復元可能)
/2013/notices/subscribe,2013,dynamic_endpoint,True,,動的機能の廃止(想定内),404,404,404,20130305,20130522,旧サーバーも 404(Wayback からのみ復元可能)
/2013/event/list,2013,dynamic_nav,True,,動的ナビ(要確認),404,404,404,20130627,20140802,旧サーバーも 404(Wayback からのみ復元可能)
/2013/talk/schedule,2013,dynamic_nav,True,,意図的(D-13: 旧サーバーどおり404),404,404,404,20251126,20251126,旧サーバーも 404(Wayback からのみ復元可能)
/2013/event/show/381406f6-e45c-11e2-ba88-5f716aeab6a4,2013,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),404,404,404,20130707,20130707,旧サーバーも 404(Wayback からのみ復元可能)
/2013/event/show/bfc556ec-eab8-11e2-ba88-5f716aeab6a4,2013,show_detail,True,,現行ページからリンクあり→リンク切れ(要対応),404,404,404,20140823,20140823,旧サーバーも 404(Wayback からのみ復元可能)
/2013/member/show/0ca5e8ce-c8c1-11e2-a1f8-59856aeab6a4,2013,show_detail,True,,現行ページからリンクあり→リンク切れ(要対応),404,404,404,20130611,20130611,旧サーバーも 404(Wayback からのみ復元可能)
/2013/member/show/1a1de95a-c69d-11e2-80df-039a6aeab6a4,2013,show_detail,True,,現行ページからリンクあり→リンク切れ(要対応),404,404,404,20130611,20130906,旧サーバーも 404(Wayback からのみ復元可能)
/2013/member/show/2bed3bd6-e15f-11e2-8f00-96816aeab6a4,2013,show_detail,True,,現行ページからリンクあり→リンク切れ(要対応),404,404,404,20131226,20131226,旧サーバーも 404(Wayback からのみ復元可能)
/2013/member/show/374bb0ca-e236-11e2-8767-0fa16aeab6a4,2013,show_detail,True,,現行ページからリンクあり→リンク切れ(要対応),404,404,404,20130923,20130923,旧サーバーも 404(Wayback からのみ復元可能)
/2013/member/show/42fa605e-b23b-11e2-b224-5e5c6aeab6a4,2013,show_detail,True,,現行ページからリンクあり→リンク切れ(要対応),404,404,404,20130617,20130817,旧サーバーも 404(Wayback からのみ復元可能)
/2013/member/show/554073a8-c69e-11e2-80df-039a6aeab6a4,2013,show_detail,True,,現行ページからリンクあり→リンク切れ(要対応),404,404,404,20130702,20130702,旧サーバーも 404(Wayback からのみ復元可能)
/2013/member/show/661ad47a-c69e-11e2-80df-039a6aeab6a4,2013,show_detail,True,,現行ページからリンクあり→リンク切れ(要対応),404,404,404,20130709,20130923,旧サーバーも 404(Wayback からのみ復元可能)
/2013/member/show/6aca2af2-ead4-11e2-ba88-5f716aeab6a4,2013,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),404,404,404,20130726,20130726,旧サーバーも 404(Wayback からのみ復元可能)
/2013/member/show/908b71a6-c69e-11e2-80df-039a6aeab6a4,2013,show_detail,True,,現行ページからリンクあり→リンク切れ(要対応),404,404,404,20130629,20130629,旧サーバーも 404(Wayback からのみ復元可能)
/2013/member/show/90c697e8-eae0-11e2-ba88-5f716aeab6a4,2013,show_detail,True,,現行ページからリンクあり→リンク切れ(要対応),404,404,404,20130718,20130718,旧サーバーも 404(Wayback からのみ復元可能)
/2013/member/show/c836d440-c9cf-11e2-8893-6cac6aeab6a4,2013,show_detail,True,,現行ページからリンクあり→リンク切れ(要対応),404,404,404,20130925,20130925,旧サーバーも 404(Wayback からのみ復元可能)
/2013/member/show/ccbbf91a-c8c0-11e2-a1f8-59856aeab6a4,2013,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),404,404,404,20130915,20130915,旧サーバーも 404(Wayback からのみ復元可能)
/2013/member/show/d0750ad2-e194-11e2-8767-0fa16aeab6a4,2013,show_detail,True,,現行ページからリンクあり→リンク切れ(要対応),404,404,404,20130923,20130923,旧サーバーも 404(Wayback からのみ復元可能)
/2013/member/show/d73b797e-c852-11e2-a1f8-59856aeab6a4,2013,show_detail,True,,現行ページからリンクあり→リンク切れ(要対応),404,404,404,20130705,20130817,旧サーバーも 404(Wayback からのみ復元可能)
/2013/member/show/f7602b82-d950-11e2-971a-72936aeab6a4,2013,show_detail,True,,現行ページからリンクあり→リンク切れ(要対応),404,404,404,20140802,20140802,旧サーバーも 404(Wayback からのみ復元可能)
/2013/talk/show/04562cd0-c8e7-11e2-8893-6cac6aeab6a4,2013,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20130923,20130923,旧サーバーに現存(旧から復元可能)
/2013/talk/show/35169ea4-c8c4-11e2-a1f8-59856aeab6a4,2013,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),404,404,404,20130914,20130914,旧サーバーも 404(Wayback からのみ復元可能)
/2013/talk/show/526e0c64-eadc-11e2-ba88-5f716aeab6a4,2013,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),404,404,404,20130725,20130725,旧サーバーも 404(Wayback からのみ復元可能)
/2013/talk/show/642035d4-eafc-11e2-ba88-5f716aeab6a4,2013,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),404,404,404,20140930,20140930,旧サーバーも 404(Wayback からのみ復元可能)
/2013/talk/show/7baa4246-c6ba-11e2-80df-039a6aeab6a4,2013,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20131002,20131002,旧サーバーに現存(旧から復元可能)
/2013/talk/show/b3cd7e88-daef-11e2-8f00-96816aeab6a4,2013,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20130701,20130701,旧サーバーに現存(旧から復元可能)
/2013/talk/show/f023c72c-dfd4-11e2-8f00-96816aeab6a4,2013,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20131112,20230529,旧サーバーに現存(旧から復元可能)
/2013/individual_sponsors/,2013,sponsors,True,,欠落の可能性(2015は存在),404,404,404,20130613,20140802,旧サーバーも 404(Wayback からのみ復元可能)
/2014/login,2014,dynamic_endpoint,False,,動的機能の廃止(想定内),200,200,404,20140606,20180406,旧サーバーに現存(旧から復元可能)
/2014/ticket/,2014,dynamic_endpoint,False,,動的機能の廃止(想定内),200,200,404,20140531,20200805,旧サーバーに現存(旧から復元可能)
/2014/member/show/24fd899c-ebf5-11e3-bd6d-c7a06aeab6a4,2014,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20140608,20140608,旧サーバーに現存(旧から復元可能)
/2014/talk/show/18016be0-ebf6-11e3-bd6d-c7a06aeab6a4,2014,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),500,500,404,20140608,20140608,旧サーバーは 500(Wayback からのみ復元可能)
/2014/talk/show/8fc51bb6-0c91-11e4-bd05-9c796aeab6a4,2014,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),500,500,404,20140722,20140722,旧サーバーは 500(Wayback からのみ復元可能)
/2014/individual_sponsors/,2014,sponsors,True,,欠落の可能性(2015は存在),500,500,404,20140608,20140927,旧サーバーは 500(Wayback からのみ復元可能)
/2015/login,2015,dynamic_endpoint,False,,動的機能の廃止(想定内),200,200,404,20150517,20191114,旧サーバーに現存(旧から復元可能)
/2015/member/complete,2015,dynamic_endpoint,False,,動的機能の廃止(想定内),200,200,404,20150523,20150523,旧サーバーに現存(旧から復元可能)
/2015/en/,2015,lang_index,False,,言語別indexの欠落,301,200,404,20141031,20150221,旧サーバーに現存(旧から復元可能)
/2015/ja/,2015,lang_index,False,,言語別indexの欠落,301,200,404,20141029,20150219,旧サーバーに現存(旧から復元可能)
/2015/member/show/127c513e-0915-11e5-8d2d-67dc7d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20160202,20160202,旧サーバーに現存(旧から復元可能)
/2015/member/show/1f9e81ca-037f-11e5-a111-79c97d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150830,20150830,旧サーバーに現存(旧から復元可能)
/2015/member/show/220b80cc-f621-11e4-90fb-8ab37d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150517,20160805,旧サーバーに現存(旧から復元可能)
/2015/member/show/264a70ba-fad3-11e4-9e9c-8ab37d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150517,20150517,旧サーバーに現存(旧から復元可能)
/2015/member/show/271a1690-10fd-11e5-8a27-d7f07d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20160327,20160327,旧サーバーに現存(旧から復元可能)
/2015/member/show/2c605f46-0d9d-11e5-b289-67dc7d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150701,20160905,旧サーバーに現存(旧から復元可能)
/2015/member/show/324b1952-0044-11e5-a044-89c77d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150526,20150526,旧サーバーに現存(旧から復元可能)
/2015/member/show/3605df90-f5eb-11e4-91b8-49b37d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150824,20150824,旧サーバーに現存(旧から復元可能)
/2015/member/show/40a009b8-0431-11e5-af33-79c97d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150830,20221210,旧サーバーに現存(旧から復元可能)
/2015/member/show/4434799c-f77a-11e4-b0ac-8ab37d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150517,20150517,旧サーバーに現存(旧から復元可能)
/2015/member/show/44d029a0-f7e8-11e4-b2e7-8ab37d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150517,20150517,旧サーバーに現存(旧から復元可能)
/2015/member/show/4a0edd26-0805-11e5-b2b4-79c97d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20160405,20160405,旧サーバーに現存(旧から復元可能)
/2015/member/show/58772ee6-1367-11e5-b2ed-d9f87d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150624,20150624,旧サーバーに現存(旧から復元可能)
/2015/member/show/61374628-0e4a-11e5-b886-67dc7d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20160109,20160109,旧サーバーに現存(旧から復元可能)
/2015/member/show/6ec83a8a-005e-11e5-bad3-89c77d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150607,20150607,旧サーバーに現存(旧から復元可能)
/2015/member/show/7355e318-0df6-11e5-9e74-67dc7d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20180401,20180401,旧サーバーに現存(旧から復元可能)
/2015/member/show/7cd7a900-febd-11e4-bec2-66c47d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20160518,20160518,旧サーバーに現存(旧から復元可能)
/2015/member/show/818083b4-10f6-11e5-a777-d7f07d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20151009,20151009,旧サーバーに現存(旧から復元可能)
/2015/member/show/844f8a44-0f21-11e5-b4e7-43ec7d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150830,20150830,旧サーバーに現存(旧から復元可能)
/2015/member/show/84b8c244-03c2-11e5-bbcf-79c97d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150614,20150614,旧サーバーに現存(旧から復元可能)
/2015/member/show/8785c21a-0f52-11e5-885f-43ec7d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150621,20160611,旧サーバーに現存(旧から復元可能)
/2015/member/show/88a8f01c-1340-11e5-9984-d9f87d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150630,20150630,旧サーバーに現存(旧から復元可能)
/2015/member/show/88c7defc-1348-11e5-a608-d9f87d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20160423,20160423,旧サーバーに現存(旧から復元可能)
/2015/member/show/901f930a-136d-11e5-953d-d9f87d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150624,20150624,旧サーバーに現存(旧から復元可能)
/2015/member/show/a31f815e-f603-11e4-a2c6-49b37d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150517,20150517,旧サーバーに現存(旧から復元可能)
/2015/member/show/a6b671d2-0d1a-11e5-b6d4-67dc7d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150823,20170609,旧サーバーに現存(旧から復元可能)
/2015/member/show/a7a55d10-f60e-11e4-a661-8ab37d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150517,20150517,旧サーバーに現存(旧から復元可能)
/2015/member/show/addbf6f4-f626-11e4-82e6-8ab37d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20220815,20220815,旧サーバーに現存(旧から復元可能)
/2015/member/show/b632448c-46f0-11e5-93e3-6ad97d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150822,20150822,旧サーバーに現存(旧から復元可能)
/2015/member/show/b8e985ae-fefd-11e4-9f66-66c47d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150523,20150523,旧サーバーに現存(旧から復元可能)
/2015/member/show/ba098126-036e-11e5-a0aa-79c97d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150529,20220815,旧サーバーに現存(旧から復元可能)
/2015/member/show/c0030514-1360-11e5-8143-d9f87d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150624,20150624,旧サーバーに現存(旧から復元可能)
/2015/member/show/c024a8ca-f959-11e4-b360-8ab37d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150517,20150517,旧サーバーに現存(旧から復元可能)
/2015/member/show/c9350512-f6fd-11e4-9864-8ab37d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20160918,20160918,旧サーバーに現存(旧から復元可能)
/2015/member/show/d1bc2e2e-fd40-11e4-842c-bdc07d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150522,20150522,旧サーバーに現存(旧から復元可能)
/2015/member/show/d6a692a4-1333-11e5-a8b2-d9f87d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150618,20150618,旧サーバーに現存(旧から復元可能)
/2015/member/show/e3d5e1fc-f90a-11e4-975c-8ab37d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150517,20151108,旧サーバーに現存(旧から復元可能)
/2015/member/show/e491d2ac-f7a4-11e4-a916-8ab37d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150621,20160328,旧サーバーに現存(旧から復元可能)
/2015/member/show/e6e250a2-1358-11e5-8c2b-d9f87d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20221210,20221210,旧サーバーに現存(旧から復元可能)
/2015/member/show/e9c194ac-1328-11e5-a739-d9f87d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150624,20160329,旧サーバーに現存(旧から復元可能)
/2015/member/show/eca603f8-0b1a-11e5-ab80-67dc7d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150615,20150615,旧サーバーに現存(旧から復元可能)
/2015/member/show/ee976d88-1339-11e5-94e4-d9f87d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150618,20150618,旧サーバーに現存(旧から復元可能)
/2015/member/show/f31e9eba-0daf-11e5-8187-67dc7d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20151227,20160330,旧サーバーに現存(旧から復元可能)
/2015/member/show/fd66f54e-125e-11e5-a2ab-d9f87d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20151217,20151217,旧サーバーに現存(旧から復元可能)
/2015/talk/show/034c0d1e-10d4-11e5-9c9b-d7f07d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150612,20151114,旧サーバーに現存(旧から復元可能)
/2015/talk/show/04a4c95c-0fea-11e5-9a0f-d7f07d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150611,20150611,旧サーバーに現存(旧から復元可能)
/2015/talk/show/0974fb38-facc-11e4-9382-8ab37d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150515,20190616,旧サーバーに現存(旧から復元可能)
/2015/talk/show/0dcfc436-133d-11e5-9f77-d9f87d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150615,20221127,旧サーバーに現存(旧から復元可能)
/2015/talk/show/0f62694a-1354-11e5-8eb4-d9f87d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150615,20160308,旧サーバーに現存(旧から復元可能)
/2015/talk/show/139ba374-47ec-11e5-9e63-b2e17d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),403,403,404,20190508,20190508,旧サーバーは 403
/2015/talk/show/16b65b5a-0064-11e5-9c42-89c77d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20160313,20160313,旧サーバーに現存(旧から復元可能)
/2015/talk/show/1be822d8-0f83-11e5-b022-43ec7d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20160318,20221127,旧サーバーに現存(旧から復元可能)
/2015/talk/show/1c7648fa-1344-11e5-8c7c-d9f87d574c3a,2015,show_detail,False,,孤立URL(応募/不採択トーク等・直リンクのみ),200,200,404,20150618,20150618,旧サーバーに現存(旧から復元可能)
